symbol,name,price,change,change_percentage,market_cap,trailing_p_e,revenue,volume,total_cash,total_debt,five_year_average_dividend_yield,sector,industry
6060.HK,"ZhongAn Online P & C Insurance Co., Ltd.",37.350,-4.150,-10.00%,54.897B,N/A,N/A,17.713M,N/A,N/A,N/A,Financial Services,Insurance—Property & Casualty
1359.HK,"China Cinda Asset Management Co., Ltd.",1.430,0.000,0.00%,54.575B,4.49,N/A,99.672M,N/A,N/A,5.96,Financial Services,Asset Management
0817.HK,China Jinmao Holdings Group Limited,4.230,-0.100,-2.31%,53.867B,6.76,N/A,53.575M,N/A,N/A,4.40,Real Estate,Real Estate—Development
3808.HK,Sinotruk (Hong Kong) Limited,19.420,-0.320,-1.62%,53.618B,12.57,N/A,2.405M,N/A,N/A,2.63,Industrials,Farm & Heavy Construction Machinery
0853.HK,MicroPort Scientific Corporation,29.250,-0.550,-1.85%,52.787B,226.09,707.81M,8.56M,497.28M,411.71M,N/A,Healthcare,Medical Devices
0874.HK,Guangzhou Baiyunshan Pharmaceutical Holdings Company Limited,19.220,-0.340,-1.74%,52.538B,11.44,N/A,"568,000",N/A,N/A,N/A,Healthcare,Drug Manufacturers—Specialty & Generic
0019.HK,Swire Pacific Limited,36.300,-0.200,-0.55%,51.943B,6.05,81.84B,1.294M,22.43B,77.26B,3.96,Industrials,Conglomerates
0087.HK,Swire Pacific Limited,6.400,-0.050,-0.78%,51.943B,5.33,81.84B,"400,000",22.43B,77.26B,4.65,Industrials,Conglomerates
6865.HK,"Flat Glass Group Co., Ltd.",16.380,-0.700,-4.10%,49.893B,30.67,N/A,7.926M,N/A,N/A,N/A,Industrials,Building Products & Equipment
0880.HK,SJM Holdings Limited,9.030,-0.180,-1.95%,51.253B,430.00,21.17B,25.318M,7.36B,16.72B,4.80,Consumer Cyclical,Resorts & Casinos
3319.HK,"A-Living Services Co., Ltd.",37.900,-0.750,-1.94%,50.533B,30.88,N/A,3.237M,N/A,N/A,N/A,Real Estate,Real Estate Services
3888.HK,Kingsoft Corporation Limited,36.850,-0.950,-2.51%,50.375B,N/A,N/A,5.362M,N/A,N/A,N/A,Communication Services,Electronic Gaming & Multimedia
2018.HK,AAC Technologies Holdings Inc.,41.550,-0.500,-1.19%,50.213B,24.87,N/A,5.031M,N/A,N/A,2.26,Technology,Communication Equipment
0177.HK,Jiangsu Expressway Company Limited,7.590,-0.070,-0.91%,50.381B,14.00,N/A,2.137M,N/A,N/A,4.83,Industrials,Infrastructure Operations
1691.HK,JS Global Lifestyle Company Limited,14.500,-0.200,-1.36%,49.483B,100.78,3.29B,8.033M,496.62M,1.25B,N/A,Consumer Defensive,Household & Personal Products
1099.HK,"Sinopharm Group Co., Ltd.",16.560,-0.260,-1.55%,49.211B,7.18,N/A,5.6M,N/A,N/A,1.91,Healthcare,Medical Distribution
2600.HK,Aluminum Corporation of China Limited,1.570,-0.040,-2.48%,50.035B,37.34,N/A,19.009M,N/A,N/A,N/A,Basic Materials,Aluminum
1898.HK,China Coal Energy Company Limited,1.860,+0.020,+1.09%,48.51B,5.46,N/A,5.915M,N/A,N/A,N/A,Energy,Thermal Coal
2883.HK,China Oilfield Services Limited,5.090,-0.050,-0.97%,48.209B,6.54,N/A,10.17M,N/A,N/A,2.25,Energy,Oil & Gas Equipment & Services
0696.HK,TravelSky Technology Limited,16.260,+0.020,+0.12%,47.58B,53.00,N/A,2.27M,N/A,N/A,1.44,Technology,Information Technology Services
0902.HK,"Huaneng Power International, Inc.",2.990,-0.090,-2.92%,46.937B,23.92,N/A,12.752M,N/A,N/A,5.88,Utilities,Utilities—Independent Power Producers
0247.HK,Tsim Sha Tsui Properties Limited,24.600,0.000,0.00%,46.555B,51.25,6.23B,"4,000",23.23B,8.4B,2.18,Real Estate,Real Estate Services
2689.HK,Nine Dragons Paper (Holdings) Limited,9.900,-0.380,-3.70%,46.453B,9.79,N/A,18.203M,N/A,N/A,3.68,Basic Materials,Paper & Paper Products
0358.HK,Jiangxi Copper Company Limited,8.750,-0.070,-0.79%,46.547B,14.00,N/A,5.957M,N/A,N/A,2.04,Basic Materials,Copper
0884.HK,CIFI Holdings (Group) Co. Ltd.,5.600,-0.150,-2.61%,46.023B,5.73,N/A,14.499M,N/A,N/A,5.83,Real Estate,Real Estate—Development
1456.HK,"Guolian Securities Co., Ltd.",4.830,+0.070,+1.47%,45.334B,17.00,N/A,5.551M,N/A,N/A,N/A,Financial Services,Capital Markets
0004.HK,Wharf (Holdings) Limited,14.900,-0.040,-0.27%,45.437B,13.39,14.36B,3.851M,18.34B,42.86B,4.30,Real Estate,Real Estate Services
0486.HK,United Company RUSAL Plc,2.950,+0.030,+1.03%,44.819B,27.78,8.99B,1.283M,2.28B,8.09B,N/A,Basic Materials,Aluminum
1513.HK,Livzon Pharmaceutical Group Inc.,34.150,-1.200,-3.39%,45.744B,18.00,N/A,"801,186",N/A,N/A,2.91,Healthcare,Drug Manufacturers—Specialty & Generic
0135.HK,Kunlun Energy Company Limited,5.020,-0.130,-2.52%,43.468B,8.02,N/A,10.896M,N/A,N/A,2.62,Energy,Oil & Gas Integrated
6198.HK,"Qingdao Port International Co., Ltd.",4.720,-0.100,-2.07%,40.726B,7.07,N/A,"317,000",N/A,N/A,N/A,Industrials,Marine Shipping
2208.HK,"Xinjiang Goldwind Science & Technology Co., Ltd.",6.540,-0.220,-3.25%,42.663B,11.36,N/A,2.753M,N/A,N/A,3.46,Industrials,Specialty Industrial Machinery
2128.HK,China Lesso Group Holdings Limited,13.560,-0.640,-4.51%,42.069B,11.70,N/A,5.568M,N/A,N/A,3.47,Industrials,Building Products & Equipment
1171.HK,Yanzhou Coal Mining Company Limited,5.610,-0.120,-2.09%,42.344B,3.06,N/A,8.46M,N/A,N/A,4.37,Energy,Thermal Coal
0966.HK,China Taiping Insurance Holdings Company Limited,11.580,+0.040,+0.35%,41.619B,8.18,249.5B,11.05M,75.21B,83.02B,N/A,Financial Services,Insurance—Life
0836.HK,China Resources Power Holdings Company Limited,8.620,-0.070,-0.81%,41.466B,6.29,66.03B,3.194M,4.16B,99.34B,5.76,Utilities,Utilities—Independent Power Producers
0489.HK,Dongfeng Motor Group Company Limited,4.770,-0.060,-1.24%,41.099B,2.81,N/A,18.103M,N/A,N/A,4.37,Consumer Cyclical,Auto Manufacturers
1813.HK,KWG Group Holdings Limited,12.920,-0.440,-3.29%,41.06B,4.90,N/A,15.456M,N/A,N/A,7.62,Real Estate,Real Estate—Development
0023.HK,"The Bank of East Asia, Limited",14.240,+0.220,+1.57%,41.51B,13.43,13.16B,2.188M,104.93B,30.66B,3.10,Financial Services,Banks—Regional
1378.HK,China Hongqiao Group Limited,4.690,-0.140,-2.90%,40.197B,5.61,N/A,3.22M,N/A,N/A,N/A,Basic Materials,Aluminum
1030.HK,Seazen Group Limited,6.400,-0.250,-3.76%,39.744B,4.20,N/A,13.923M,N/A,N/A,3.72,Real Estate,Real Estate—Development
3918.HK,NagaCorp Ltd.,9.010,-0.010,-0.11%,39.112B,17.00,1.24B,2.262M,334.56M,348.72M,5.38,Consumer Cyclical,Resorts & Casinos
3383.HK,Agile Group Holdings Limited,9.930,-0.710,-6.67%,38.896B,4.49,N/A,13.519M,N/A,N/A,8.11,Real Estate,Real Estate—Development
0991.HK,"Datang International Power Generation Co., Ltd.",0.960,-0.020,-2.04%,38.124B,15.64,N/A,6.592M,N/A,N/A,N/A,Utilities,Utilities—Independent Power Producers
0916.HK,China Longyuan Power Group Corporation Limited,4.650,-0.100,-2.11%,37.369B,7.39,N/A,9.495M,N/A,N/A,1.82,Utilities,Utilities—Renewable
1528.HK,Red Star Macalline Group Corporation Ltd.,4.690,-0.130,-2.70%,38.133B,3.60,N/A,"381,712",N/A,N/A,N/A,Real Estate,Real Estate Services
0754.HK,Hopson Development Holdings Limited,16.860,-0.860,-4.85%,37.309B,3.15,22.11B,8.613M,29.81B,99.31B,N/A,Real Estate,Real Estate—Development
1999.HK,Man Wah Holdings Limited,9.810,+0.080,+0.82%,37.298B,22.70,12.14B,9.118M,2.28B,4.04B,3.64,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
1071.HK,Huadian Power International Corporation Limited,2.040,+0.020,+0.99%,36.734B,5.17,N/A,11.138M,N/A,N/A,5.18,Utilities,Utilities—Diversified
2588.HK,BOC Aviation Limited,52.750,-0.650,-1.22%,36.609B,6.67,1.88B,1.21M,545.65M,16.19B,N/A,Industrials,Airports & Air Services
1114.HK,Brilliance China Automotive Holdings Limited,7.240,-0.100,-1.36%,36.528B,4.24,N/A,25.423M,N/A,N/A,1.16,Consumer Cyclical,Auto Manufacturers
0667.HK,China East Education Holdings Limited,16.460,-0.460,-2.72%,36.083B,41.73,N/A,3.474M,N/A,N/A,N/A,Consumer Defensive,Education & Training Services
0008.HK,PCCW Limited,4.660,+0.020,+0.43%,36.02B,50.79,38.94B,11.227M,5.4B,60.84B,6.16,Communication Services,Telecom Services
1072.HK,Dongfang Electric Corporation Limited,5.500,-0.050,-0.90%,35.468B,10.13,N/A,3.533M,N/A,N/A,N/A,Industrials,Specialty Industrial Machinery
2282.HK,MGM China Holdings Limited,9.360,-0.030,-0.32%,35.568B,19.84,13.84B,2.345M,2.28B,19.12B,1.71,Consumer Cyclical,Resorts & Casinos
9989.HK,"Shenzhen Hepalink Pharmaceutical Group Co., Ltd.",14.400,-0.300,-2.04%,35.063B,14.45,N/A,"884,500",N/A,N/A,N/A,Healthcare,Drug Manufacturers—General
1268.HK,China MeiDong Auto Holdings Limited,28.050,+0.250,+0.90%,34.902B,47.12,N/A,2.675M,N/A,N/A,N/A,Consumer Cyclical,Auto & Truck Dealerships
6199.HK,"Bank of Guizhou Co., Ltd.",2.350,+0.030,+1.29%,34.282B,8.15,N/A,"15,000",N/A,N/A,N/A,Financial Services,Banks—Regional
0293.HK,Cathay Pacific Airways Limited,5.220,-0.120,-2.25%,33.602B,14.07,81.1B,6.299M,7.21B,100.39B,N/A,Industrials,Airlines
0425.HK,Minth Group Limited,29.000,-0.800,-2.68%,33.459B,17.41,N/A,5.351M,N/A,N/A,2.56,Consumer Cyclical,Auto Parts
6049.HK,"Poly Property Services Co., Ltd.",60.050,-1.600,-2.60%,33.228B,49.63,N/A,1.038M,N/A,N/A,N/A,Real Estate,Real Estate Services
0522.HK,ASM Pacific Technology Limited,80.450,-0.950,-1.17%,32.896B,39.63,16.31B,"996,324",3.59B,5.15B,2.65,Technology,Semiconductor Equipment & Materials
1347.HK,Hua Hong Semiconductor Limited,25.400,-1.050,-3.97%,32.848B,39.01,909.98M,12.023M,783.72M,43.95M,N/A,Technology,Semiconductors
2009.HK,BBMG Corporation,1.440,-0.010,-0.69%,32.649B,6.34,N/A,6.385M,N/A,N/A,2.11,Basic Materials,Building Materials
1888.HK,Kingboard Laminates Holdings Limited,10.560,-0.180,-1.68%,32.535B,15.83,17.56B,6.995M,4.27B,1.77B,5.57,Technology,Electronic Components
0338.HK,Sinopec Shanghai Petrochemical Company Limited,1.340,-0.010,-0.74%,32.249B,7.12,N/A,24.423M,N/A,N/A,N/A,Energy,Oil & Gas Refining & Marketing
2500.HK,Venus Medtech (Hangzhou) Inc.,76.100,-3.050,-3.85%,32.188B,N/A,N/A,"688,304",N/A,N/A,N/A,Healthcare,Medical Devices
2777.HK,"Guangzhou R&F Properties Co., Ltd.",9.180,-0.400,-4.18%,32.087B,2.85,N/A,13.534M,N/A,N/A,9.52,Real Estate,Real Estate—Development
2039.HK,"China International Marine Containers (Group) Co., Ltd.",8.080,+0.060,+0.75%,32.086B,56.62,N/A,"330,800",N/A,N/A,3.40,Industrials,Metal Fabrication
1138.HK,"COSCO SHIPPING Energy Transportation Co., Ltd.",3.260,+0.020,+0.62%,32.076B,4.36,N/A,4.376M,N/A,N/A,N/A,Industrials,Marine Shipping
0552.HK,China Communications Services Corporation Limited,4.590,-0.040,-0.86%,31.79B,9.57,N/A,8.164M,N/A,N/A,2.73,Communication Services,Telecom Services
0345.HK,Vitasoy International Holdings Limited,29.650,-0.100,-0.34%,31.563B,59.42,7.23B,1.501M,848.28M,485M,1.53,Consumer Defensive,Packaged Foods
0220.HK,Uni-President China Holdings Ltd,7.230,-0.090,-1.23%,31.229B,19.16,N/A,1.866M,N/A,N/A,1.71,Consumer Defensive,Beverages—Non-Alcoholic
1797.HK,Koolearn Technology Holding Limited,33.200,-0.700,-2.06%,31.19B,N/A,N/A,3.002M,N/A,N/A,N/A,Consumer Defensive,Education & Training Services
0053.HK,Guoco Group Limited,94.500,0.000,0.00%,31.095B,7.13,14.64B,"2,000",22.08B,45.03B,4.55,Real Estate,Real Estate—Development
1508.HK,China Reinsurance (Group) Corporation,0.730,-0.010,-1.35%,31.01B,5.35,N/A,20.455M,N/A,N/A,N/A,Financial Services,Insurance—Reinsurance
3698.HK,Huishang Bank Corporation Limited,2.550,0.000,0.00%,30.995B,2.88,N/A,"644,000",N/A,N/A,3.07,Financial Services,Banks—Regional
1033.HK,Sinopec Oilfield Service Corporation,0.490,-0.005,-1.01%,30.563B,11.65,N/A,4.54M,N/A,N/A,N/A,Energy,Oil & Gas Drilling
1818.HK,Zhaojin Mining Industry Company Limited,9.380,-0.060,-0.64%,30.676B,39.31,N/A,10.462M,N/A,N/A,0.80,Basic Materials,Gold
0839.HK,China Education Group Holdings Limited,14.200,-0.240,-1.66%,30.533B,34.08,N/A,3.786M,N/A,N/A,N/A,Consumer Defensive,Education & Training Services
0317.HK,CSSC Offshore & Marine Engineering (Group) Company Limited,7.850,+0.200,+2.61%,31.512B,2.99,N/A,4.914M,N/A,N/A,N/A,Industrials,Aerospace & Defense
6078.HK,"Hygeia Healthcare Holdings Co., Limited",49.300,-0.800,-1.60%,30.467B,657.34,N/A,1.647M,N/A,N/A,N/A,Healthcare,Medical Care Facilities
3331.HK,Vinda International Holdings Limited,25.200,+0.150,+0.60%,30.215B,18.74,15.82B,1.845M,876.11M,4.1B,1.14,Consumer Defensive,Household & Personal Products
1551.HK,"Guangzhou Rural Commercial Bank Co., Ltd.",3.080,-0.070,-2.22%,30.209B,4.17,N/A,"1,000",N/A,N/A,N/A,Financial Services,Banks—Regional
2799.HK,"China Huarong Asset Management Co., Ltd.",0.770,-0.020,-2.53%,30.084B,16.94,N/A,38.373M,N/A,N/A,N/A,Financial Services,Asset Management
0371.HK,Beijing Enterprises Water Group Limited,3.000,-0.030,-0.99%,30.064B,6.95,27.82B,16.712M,10.81B,65.17B,2.97,Utilities,Utilities—Regulated Water
1060.HK,Alibaba Pictures Group Limited,1.120,-0.030,-2.61%,30.041B,N/A,N/A,27.305M,N/A,N/A,N/A,Communication Services,Entertainment
3898.HK,"Zhuzhou CRRC Times Electric Co., Ltd.",25.500,-1.100,-4.14%,29.975B,11.57,N/A,2.322M,N/A,N/A,1.40,Industrials,Railroads
2869.HK,Greentown Service Group Co. Ltd.,9.250,+0.020,+0.22%,29.757B,37.00,N/A,8.709M,N/A,N/A,N/A,Real Estate,Real Estate Services
1585.HK,Yadea Group Holdings Ltd.,10.360,-0.620,-5.65%,29.576B,37.06,N/A,12.282M,N/A,N/A,N/A,Consumer Cyclical,Auto Manufacturers
0148.HK,Kingboard Holdings Limited,26.700,+0.250,+0.95%,29.494B,10.76,42.84B,1.206M,8.96B,21.17B,4.29,Industrials,Conglomerates
0392.HK,Beijing Enterprises Holdings Limited,23.250,-0.200,-0.85%,29.343B,3.64,65.59B,1.251M,26.05B,66.77B,2.61,Industrials,Conglomerates
1882.HK,Haitian International Holdings Limited,18.100,-0.060,-0.33%,28.888B,13.61,N/A,1.175M,N/A,N/A,2.50,Industrials,Specialty Industrial Machinery
1308.HK,SITC International Holdings Company Limited,10.740,-0.300,-2.72%,28.772B,16.08,1.55B,2.28M,471.24M,562.58M,4.38,Industrials,Integrated Freight & Logistics
0683.HK,Kerry Properties Limited,19.740,-0.080,-0.40%,28.751B,6.56,10.72B,1.858M,10.49B,43.01B,4.50,Real Estate,Real Estate—Development
0780.HK,Tongcheng-Elong Holdings Limited,13.300,-0.200,-1.48%,28.66B,65.18,N/A,10.046M,N/A,N/A,N/A,Consumer Cyclical,Travel Services
0144.HK,China Merchants Port Holdings Company Limited,7.830,-0.130,-1.63%,28.248B,8.62,8.51B,4.598M,6.63B,44.53B,5.24,Industrials,Marine Shipping
0467.HK,United Energy Group Limited,1.060,-0.040,-3.64%,27.861B,20.46,6.49B,11.984M,2.56B,5.93B,N/A,Energy,Oil & Gas E&P
3900.HK,Greentown China Holdings Limited,11.040,-0.340,-2.99%,27.533B,18.33,N/A,14.922M,N/A,N/A,N/A,Real Estate,Real Estate—Development
0257.HK,China Everbright Environment Group Limited,4.420,-0.010,-0.23%,27.152B,4.85,39.71B,5.82M,10.18B,62.01B,2.88,Industrials,Waste Management
0152.HK,Shenzhen International Holdings Limited,12.200,-0.060,-0.49%,26.77B,4.80,15.51B,3.154M,11.75B,32.1B,3.02,Industrials,Infrastructure Operations
0347.HK,Angang Steel Company Limited,2.080,0.000,0.00%,26.735B,20.11,N/A,4.732M,N/A,N/A,N/A,Basic Materials,Steel
2357.HK,AviChina Industry & Technology Company Limited,4.200,-0.050,-1.18%,26.085B,15.63,N/A,9.11M,N/A,N/A,0.62,Industrials,Aerospace & Defense
1618.HK,Metallurgical Corporation of China Ltd.,1.240,-0.030,-2.36%,25.697B,3.90,N/A,4.595M,N/A,N/A,N/A,Industrials,Engineering & Construction
1958.HK,BAIC Motor Corporation Limited,3.200,-0.080,-2.44%,43.232B,11.26,N/A,5.019M,N/A,N/A,3.92,Consumer Cyclical,Auto Manufacturers
9922.HK,Jiumaojiu International Holdings Limited,17.640,+0.080,+0.46%,25.638B,130.88,N/A,8.767M,N/A,N/A,N/A,Consumer Cyclical,Restaurants
2696.HK,"Shanghai Henlius Biotech, Inc.",47.100,-1.050,-2.18%,25.393B,N/A,N/A,"83,300",N/A,N/A,N/A,Healthcare,Biotechnology
3360.HK,Far East Horizon Limited,6.320,-0.140,-2.17%,25.05B,5.06,N/A,5.08M,N/A,N/A,3.67,Financial Services,Mortgage Finance
2314.HK,Lee and Man Paper Manufacturing Limited,5.760,-0.250,-4.16%,25.037B,8.69,25.27B,7.288M,2.24B,12.7B,4.39,Basic Materials,Paper & Paper Products
0636.HK,Kerry Logistics Network Limited,13.960,+0.240,+1.75%,25.028B,11.73,43.21B,2.217M,6.47B,12.6B,1.77,Industrials,Integrated Freight & Logistics
3311.HK,China State Construction International Holdings Limited,4.950,-0.160,-3.13%,24.993B,4.59,62.13B,18.107M,24.54B,58.99B,3.66,Industrials,Engineering & Construction
9997.HK,Kangji Medical Holdings Limited,19.800,-1.500,-7.04%,24.794B,107.18,N/A,5.035M,N/A,N/A,N/A,Healthcare,Medical Instruments & Supplies
3868.HK,Xinyi Energy Holdings Limited,3.470,-0.090,-2.53%,24.672B,23.93,1.81B,24.18M,1.37B,2.56B,N/A,Utilities,Utilities—Renewable
8083.HK,China Youzan Limited,1.430,+0.050,+3.62%,24.659B,N/A,N/A,125.535M,N/A,N/A,N/A,Technology,Software—Application
1238.HK,Powerlong Real Estate Holdings Limited,5.940,-0.290,-4.65%,24.606B,4.82,N/A,8.446M,N/A,N/A,6.20,Real Estate,Real Estate—Development
0010.HK,Hang Lung Group Limited,18.020,+0.060,+0.33%,24.543B,16.09,9.28B,"629,119",1.69B,34.16B,3.45,Real Estate,Real Estate—Diversified
3998.HK,Bosideng International Holdings Limited,2.280,-0.040,-1.72%,24.493B,18.14,N/A,19.204M,N/A,N/A,3.32,Consumer Cyclical,Apparel Manufacturing
0576.HK,"Zhejiang Expressway Co., Ltd.",5.610,+0.010,+0.18%,24.365B,9.19,N/A,2.812M,N/A,N/A,5.49,Industrials,Infrastructure Operations
0014.HK,Hysan Development Company Limited,23.200,+0.200,+0.87%,24.172B,4.57,5.56B,"975,000",7.51B,19.49B,3.98,Real Estate,Real Estate Services
3866.HK,"Bank of Qingdao Co., Ltd.",4.570,0.000,0.00%,24.256B,10.31,N/A,"14,500",N/A,N/A,N/A,Financial Services,Banks—Regional
1995.HK,Ever Sunshine Lifestyle Services Group Limited,14.420,-0.480,-3.22%,24.087B,64.81,N/A,5.855M,N/A,N/A,N/A,Real Estate,Real Estate Services
1951.HK,Jinxin Fertility Group Limited,9.780,+0.020,+0.20%,23.751B,57.38,N/A,7.765M,N/A,N/A,N/A,Healthcare,Medical Care Facilities
0512.HK,China Grand Pharmaceutical and Healthcare Holdings Limited,6.680,-0.120,-1.76%,23.711B,17.06,6.26B,2M,1.46B,2.74B,N/A,Healthcare,Drug Manufacturers—Specialty & Generic
1638.HK,Kaisa Group Holdings Ltd.,3.850,-0.220,-5.41%,23.572B,4.51,N/A,55.339M,N/A,N/A,N/A,Real Estate,Real Estate—Development
6196.HK,"Bank of Zhengzhou Co., Ltd.",1.780,-0.030,-1.66%,23.544B,3.75,N/A,3.934M,N/A,N/A,N/A,Financial Services,Banks—Regional
3320.HK,China Resources Pharmaceutical Group Limited,3.720,-0.070,-1.85%,23.371B,8.27,191.92B,6.893M,22.18B,61.63B,N/A,Healthcare,Drug Manufacturers—Specialty & Generic
1252.HK,China Tianrui Group Cement Company Limited,7.950,+0.150,+1.92%,23.359B,12.49,N/A,"756,000",N/A,N/A,N/A,Basic Materials,Building Materials
0956.HK,China Suntien Green Energy Corporation Limited,1.900,-0.040,-2.06%,23.923B,4.73,N/A,5.586M,N/A,N/A,N/A,Utilities,Utilities—Diversified
1375.HK,"Central China Securities Co., Ltd.",1.420,-0.020,-1.39%,23.597B,N/A,N/A,2.114M,N/A,N/A,6.02,Financial Services,Capital Markets
0659.HK,NWS Holdings Limited,5.820,-0.270,-4.43%,22.763B,6.87,25.86B,11.713M,24.5B,30.98B,5.31,Industrials,Engineering & Construction
1548.HK,Genscript Biotech Corporation,11.720,-0.560,-4.56%,22.478B,N/A,317.87M,12.386M,929.17M,58.51M,N/A,Healthcare,Biotechnology
2778.HK,Champion Real Estate Investment Trust,3.800,+0.010,+0.26%,22.443B,N/A,3.02B,4.27M,3.4B,17.34B,4.79,Real Estate,REIT—Retail
0123.HK,Yuexiu Property Company Limited,1.440,-0.020,-1.37%,22.295B,5.26,N/A,34.053M,N/A,N/A,5.31,Real Estate,Real Estate—Development
0069.HK,Shangri-La Asia Limited,6.200,+0.060,+0.98%,22.23B,19.49,1.69B,1.123M,966.41M,6.29B,1.63,Consumer Cyclical,Lodging
3396.HK,Legend Holdings Corporation,9.410,-0.360,-3.68%,22.172B,12.55,N/A,2.341M,N/A,N/A,N/A,Technology,Computer Hardware
3990.HK,Midea Real Estate Holding Limited,18.000,-0.560,-3.02%,22.15B,4.21,N/A,2.937M,N/A,N/A,N/A,Real Estate,Real Estate Services
1216.HK,"Zhongyuan Bank Co., Ltd.",1.090,0.000,0.00%,21.882B,7.38,N/A,"40,000",N/A,N/A,N/A,Financial Services,Banks—Regional
6169.HK,China YuHua Education Corporation Limited,6.510,-0.070,-1.06%,21.741B,95.48,N/A,5.706M,N/A,N/A,N/A,Consumer Defensive,Education & Training Services
2013.HK,Weimob Inc.,9.650,-0.200,-2.03%,21.6B,1.10k,N/A,54.219M,N/A,N/A,N/A,Technology,Software—Application
1789.HK,AK Medical Holdings Limited,19.380,-0.340,-1.72%,21.589B,60.91,N/A,3.773M,N/A,N/A,N/A,Healthcare,Medical Devices
2866.HK,"COSCO SHIPPING Development Co., Ltd.",0.770,-0.010,-1.28%,21.579B,6.17,N/A,7.371M,N/A,N/A,N/A,Industrials,Marine Shipping
1233.HK,Times China Holdings Limited,11.040,-0.460,-4.00%,21.438B,3.64,N/A,5.017M,N/A,N/A,5.42,Real Estate,Real Estate—Diversified
1112.HK,Health and Happiness (H&H) International Holdings Limited,33.250,-0.250,-0.75%,21.415B,18.88,N/A,"533,500",N/A,N/A,N/A,Consumer Defensive,Packaged Foods
0323.HK,Maanshan Iron & Steel Company Limited,1.810,-0.010,-0.55%,21.311B,15.40,N/A,1.252M,N/A,N/A,N/A,Basic Materials,Steel
0867.HK,China Medical System Holdings Limited,8.630,-0.120,-1.37%,21.323B,9.08,N/A,4.059M,N/A,N/A,2.73,Healthcare,Drug Manufacturers—Specialty & Generic
2880.HK,Dalian Port (PDA) Company Limited,0.670,0.000,0.00%,21.038B,8.54,N/A,2.147M,N/A,N/A,2.22,Industrials,Marine Shipping
0416.HK,"Bank of Jinzhou Co., Ltd.",2.700,-0.140,-4.93%,21.01B,39.75,N/A,"4,000",N/A,N/A,N/A,Financial Services,Banks—Regional
3996.HK,China Energy Engineering Corporation Limited,0.710,+0.020,+2.90%,21.314B,4.87,N/A,"66,000",N/A,N/A,N/A,Industrials,Engineering & Construction
9926.HK,"Akeso, Inc.",26.650,-1.050,-3.79%,20.975B,N/A,N/A,1.161M,N/A,N/A,N/A,Healthcare,Biotechnology
0816.HK,Huadian Fuxin Energy Corporation Limited,2.490,+0.010,+0.40%,20.936B,9.57,N/A,51.845M,N/A,N/A,3.40,Utilities,Utilities—Renewable
0493.HK,GOME Retail Holdings Limited,0.970,-0.030,-3.00%,20.911B,N/A,N/A,41.098M,N/A,N/A,N/A,Consumer Cyclical,Specialty Retail
1530.HK,3SBio Inc.,8.220,-0.260,-3.07%,20.879B,19.04,N/A,7.017M,N/A,N/A,N/A,Healthcare,Biotechnology
1717.HK,Ausnutria Dairy Corporation Ltd,12.160,-0.260,-2.09%,20.86B,16.92,N/A,3.227M,N/A,N/A,N/A,Consumer Defensive,Packaged Foods
0336.HK,Huabao International Holdings Limited,6.700,-0.320,-4.56%,20.823B,31.25,N/A,5.352M,N/A,N/A,N/A,Basic Materials,Chemicals
0200.HK,Melco International Development Limited,13.580,-0.180,-1.31%,20.569B,37.51,30.32B,8.732M,9.45B,47.03B,N/A,Consumer Cyclical,Resorts & Casinos
0694.HK,Beijing Capital International Airport Company Limited,4.480,-0.060,-1.32%,20.515B,43.32,N/A,24.852M,N/A,N/A,3.04,Industrials,Airports & Air Services
3883.HK,China Aoyuan Group Limited,7.580,-0.380,-4.77%,20.488B,4.14,N/A,13.819M,N/A,N/A,4.88,Real Estate,Real Estate—Development
